id,name,score1,score2
7873,Student_7873,56,97
7874,Student_7874,80,75
7875,Student_7875,87,95
7876,Student_7876,99,60
7877,Student_7877,88,78
7878,Student_7878,90,65
7879,Student_7879,88,64
7880,Student_7880,55,78
7881,Student_7881,67,68
7882,Student_7882,61,61
7883,Student_7883,100,85
7884,Student_7884,77,96
7885,Student_7885,87,70
7886,Student_7886,57,89
7887,Student_7887,81,65
7888,Student_7888,63,99
7889,Student_7889,73,87
7890,Student_7890,80,76
7891,Student_7891,57,50
7892,Student_7892,88,61
7893,Student_7893,97,52
7894,Student_7894,58,98
7895,Student_7895,66,68
7896,Student_7896,82,59
7897,Student_7897,59,55
7898,Student_7898,52,77
7899,Student_7899,92,94
7900,Student_7900,53,50
7901,Student_7901,61,90
7902,Student_7902,63,54
7903,Student_7903,94,68
7904,Student_7904,88,63
7905,Student_7905,53,51
7906,Student_7906,56,69
7907,Student_7907,73,90
7908,Student_7908,50,77
7909,Student_7909,97,98
7910,Student_7910,98,51
7911,Student_7911,90,57
7912,Student_7912,87,51
7913,Student_7913,57,71
7914,Student_7914,100,99
7915,Student_7915,54,64
7916,Student_7916,54,52
7917,Student_7917,61,82
7918,Student_7918,93,73
7919,Student_7919,74,71
7920,Student_7920,65,79
7921,Student_7921,67,84
7922,Student_7922,72,85
7923,Student_7923,80,77
7924,Student_7924,73,54
7925,Student_7925,71,80
7926,Student_7926,51,60
7927,Student_7927,76,65
7928,Student_7928,95,78
7929,Student_7929,93,60
7930,Student_7930,54,72
7931,Student_7931,89,99
7932,Student_7932,71,96
7933,Student_7933,87,68
7934,Student_7934,81,59
7935,Student_7935,92,72
7936,Student_7936,52,60
7937,Student_7937,63,74
7938,Student_7938,62,96
7939,Student_7939,53,100
7940,Student_7940,61,68
7941,Student_7941,99,91
7942,Student_7942,96,76
7943,Student_7943,75,55
7944,Student_7944,90,73
7945,Student_7945,55,59
7946,Student_7946,90,85
7947,Student_7947,68,62
7948,Student_7948,58,88
7949,Student_7949,68,96
7950,Student_7950,85,88
7951,Student_7951,52,58
7952,Student_7952,78,62
7953,Student_7953,98,90
7954,Student_7954,85,93
7955,Student_7955,91,63
7956,Student_7956,77,81
7957,Student_7957,95,79
7958,Student_7958,62,51
7959,Student_7959,78,55
7960,Student_7960,100,75
7961,Student_7961,85,80
7962,Student_7962,90,78
7963,Student_7963,69,55
7964,Student_7964,84,95
7965,Student_7965,57,68
7966,Student_7966,85,85
7967,Student_7967,50,70
7968,Student_7968,88,86
7969,Student_7969,89,84
7970,Student_7970,86,92
7971,Student_7971,53,90
7972,Student_7972,70,68
7973,Student_7973,59,54
7974,Student_7974,71,88
7975,Student_7975,68,78
7976,Student_7976,87,71
7977,Student_7977,99,81
7978,Student_7978,88,58
7979,Student_7979,74,62
7980,Student_7980,60,93
7981,Student_7981,76,81
7982,Student_7982,92,61
7983,Student_7983,64,88
7984,Student_7984,77,91
7985,Student_7985,55,58
7986,Student_7986,84,79
7987,Student_7987,72,57
7988,Student_7988,94,64
7989,Student_7989,98,100
7990,Student_7990,56,77
7991,Student_7991,80,59
7992,Student_7992,80,95
7993,Student_7993,74,72
7994,Student_7994,90,99
7995,Student_7995,77,61
7996,Student_7996,55,64
7997,Student_7997,67,90
7998,Student_7998,67,77
7999,Student_7999,50,61
8000,Student_8000,55,50
8001,Student_8001,99,50
8002,Student_8002,98,92
8003,Student_8003,86,74
8004,Student_8004,63,99
8005,Student_8005,94,64
8006,Student_8006,59,77
8007,Student_8007,65,80
8008,Student_8008,56,59
8009,Student_8009,60,87
8010,Student_8010,94,64
8011,Student_8011,91,97
8012,Student_8012,56,51
8013,Student_8013,63,95
8014,Student_8014,56,68
8015,Student_8015,90,74
8016,Student_8016,82,89
8017,Student_8017,72,95
8018,Student_8018,63,52
8019,Student_8019,66,51
8020,Student_8020,86,89
8021,Student_8021,78,94
8022,Student_8022,65,84
8023,Student_8023,94,75
8024,Student_8024,55,84
8025,Student_8025,70,52
8026,Student_8026,60,71
8027,Student_8027,71,87
8028,Student_8028,52,67
8029,Student_8029,63,58
8030,Student_8030,54,66
8031,Student_8031,94,54
8032,Student_8032,91,69
8033,Student_8033,59,69
8034,Student_8034,56,62
8035,Student_8035,89,96
8036,Student_8036,52,77
8037,Student_8037,68,67
8038,Student_8038,90,99
8039,Student_8039,70,73
8040,Student_8040,86,89
8041,Student_8041,57,98
8042,Student_8042,82,52
8043,Student_8043,64,93
8044,Student_8044,59,71
8045,Student_8045,61,59
8046,Student_8046,92,52
8047,Student_8047,81,99
8048,Student_8048,77,71
8049,Student_8049,51,90
8050,Student_8050,73,80
8051,Student_8051,54,50
8052,Student_8052,90,63
8053,Student_8053,91,58
8054,Student_8054,76,94
8055,Student_8055,51,71
8056,Student_8056,60,68
8057,Student_8057,74,85
8058,Student_8058,66,53
8059,Student_8059,59,82
8060,Student_8060,59,78
8061,Student_8061,55,95
8062,Student_8062,95,74
8063,Student_8063,78,61
8064,Student_8064,55,100
8065,Student_8065,75,80
8066,Student_8066,59,52
8067,Student_8067,69,52
8068,Student_8068,57,67
8069,Student_8069,77,94
8070,Student_8070,100,88
8071,Student_8071,51,98
8072,Student_8072,63,70
8073,Student_8073,82,86
8074,Student_8074,82,85
8075,Student_8075,88,60
8076,Student_8076,87,97
8077,Student_8077,56,68
8078,Student_8078,67,96
8079,Student_8079,56,65
8080,Student_8080,50,90
8081,Student_8081,83,54
8082,Student_8082,78,94
8083,Student_8083,62,72
8084,Student_8084,83,72
8085,Student_8085,98,74
8086,Student_8086,56,82
8087,Student_8087,96,83
8088,Student_8088,76,62
8089,Student_8089,66,75
8090,Student_8090,78,81
8091,Student_8091,86,90
8092,Student_8092,80,55
8093,Student_8093,81,56
8094,Student_8094,64,57
8095,Student_8095,56,70
8096,Student_8096,74,52
8097,Student_8097,74,99
8098,Student_8098,81,99
8099,Student_8099,98,60
8100,Student_8100,73,87
8101,Student_8101,61,83
8102,Student_8102,56,57
8103,Student_8103,64,50
8104,Student_8104,67,57
8105,Student_8105,90,87
8106,Student_8106,55,97
8107,Student_8107,82,69
8108,Student_8108,96,65
8109,Student_8109,52,56
8110,Student_8110,93,73
8111,Student_8111,89,83
8112,Student_8112,53,72
8113,Student_8113,52,53
8114,Student_8114,85,77
8115,Student_8115,87,75
8116,Student_8116,74,65
8117,Student_8117,74,73
8118,Student_8118,100,89
8119,Student_8119,84,65
8120,Student_8120,64,60
8121,Student_8121,87,55
8122,Student_8122,63,68
8123,Student_8123,70,72
8124,Student_8124,69,82
8125,Student_8125,98,97
8126,Student_8126,85,69
8127,Student_8127,78,52
8128,Student_8128,75,64
8129,Student_8129,95,56
8130,Student_8130,93,96
8131,Student_8131,82,62
8132,Student_8132,59,77
8133,Student_8133,81,52
8134,Student_8134,77,99
8135,Student_8135,63,50
8136,Student_8136,70,55
8137,Student_8137,94,72
8138,Student_8138,69,98
8139,Student_8139,98,74
8140,Student_8140,50,55
8141,Student_8141,66,86
8142,Student_8142,95,97
8143,Student_8143,66,100
8144,Student_8144,71,90
8145,Student_8145,88,54
8146,Student_8146,51,85
8147,Student_8147,95,76
8148,Student_8148,60,81
8149,Student_8149,76,68
8150,Student_8150,54,94
8151,Student_8151,91,73
8152,Student_8152,54,67
8153,Student_8153,95,84
8154,Student_8154,91,71
8155,Student_8155,83,53
8156,Student_8156,95,80
8157,Student_8157,69,95
8158,Student_8158,75,81
8159,Student_8159,72,83
8160,Student_8160,51,92
8161,Student_8161,75,100
8162,Student_8162,78,52
8163,Student_8163,89,52
8164,Student_8164,87,57
8165,Student_8165,94,85
8166,Student_8166,91,96
8167,Student_8167,52,86
8168,Student_8168,89,91
8169,Student_8169,69,50
8170,Student_8170,96,91
8171,Student_8171,52,73
8172,Student_8172,99,84
8173,Student_8173,77,97
8174,Student_8174,73,89
8175,Student_8175,74,63
8176,Student_8176,93,57
8177,Student_8177,95,85
8178,Student_8178,83,69
8179,Student_8179,87,87
8180,Student_8180,62,52
8181,Student_8181,50,89
8182,Student_8182,79,89
8183,Student_8183,92,67
8184,Student_8184,92,85
8185,Student_8185,65,77
8186,Student_8186,91,67
8187,Student_8187,91,78
8188,Student_8188,91,72
8189,Student_8189,52,80
8190,Student_8190,56,70
8191,Student_8191,91,54
8192,Student_8192,100,58
8193,Student_8193,52,62
8194,Student_8194,80,72
8195,Student_8195,89,54
8196,Student_8196,63,58
8197,Student_8197,66,63
8198,Student_8198,65,81
8199,Student_8199,60,52
8200,Student_8200,52,55
8201,Student_8201,97,94
8202,Student_8202,53,74
8203,Student_8203,88,92
8204,Student_8204,68,80
8205,Student_8205,93,78
8206,Student_8206,99,93
8207,Student_8207,61,79
8208,Student_8208,72,69
8209,Student_8209,95,98
8210,Student_8210,56,93
8211,Student_8211,54,79
8212,Student_8212,86,91
8213,Student_8213,68,72
8214,Student_8214,99,63
8215,Student_8215,78,74
8216,Student_8216,91,89
8217,Student_8217,69,96
8218,Student_8218,76,76
8219,Student_8219,90,62
8220,Student_8220,68,88
8221,Student_8221,85,77
8222,Student_8222,98,52
8223,Student_8223,63,79
8224,Student_8224,53,70
8225,Student_8225,76,57
8226,Student_8226,67,89
8227,Student_8227,72,59
8228,Student_8228,71,76
8229,Student_8229,60,83
8230,Student_8230,54,53
8231,Student_8231,91,80
8232,Student_8232,51,63
8233,Student_8233,99,95
8234,Student_8234,99,70
8235,Student_8235,89,97
8236,Student_8236,85,96
8237,Student_8237,54,67
8238,Student_8238,98,53
8239,Student_8239,52,94
8240,Student_8240,80,56
8241,Student_8241,83,67
8242,Student_8242,70,79
8243,Student_8243,59,57
8244,Student_8244,89,68
8245,Student_8245,86,96
8246,Student_8246,62,100
8247,Student_8247,99,69
8248,Student_8248,90,82
8249,Student_8249,77,63
8250,Student_8250,94,55
8251,Student_8251,98,68
8252,Student_8252,93,51
8253,Student_8253,71,89
8254,Student_8254,86,67
8255,Student_8255,82,51
8256,Student_8256,98,61
8257,Student_8257,93,64
8258,Student_8258,81,99
8259,Student_8259,63,68
8260,Student_8260,86,85
8261,Student_8261,53,68
8262,Student_8262,67,83
8263,Student_8263,88,87
8264,Student_8264,93,92
8265,Student_8265,68,61
8266,Student_8266,98,96
8267,Student_8267,99,97
8268,Student_8268,80,61
8269,Student_8269,67,53
8270,Student_8270,93,64
8271,Student_8271,80,63
8272,Student_8272,79,85
8273,Student_8273,55,52
8274,Student_8274,60,85
8275,Student_8275,77,73
8276,Student_8276,97,54
8277,Student_8277,53,77
8278,Student_8278,52,74
8279,Student_8279,88,57
8280,Student_8280,93,60
8281,Student_8281,68,56
8282,Student_8282,53,80
8283,Student_8283,85,80
8284,Student_8284,70,65
8285,Student_8285,80,74
8286,Student_8286,63,98
8287,Student_8287,71,60
8288,Student_8288,82,94
8289,Student_8289,50,51
8290,Student_8290,81,56
8291,Student_8291,55,95
8292,Student_8292,80,97
8293,Student_8293,93,80
8294,Student_8294,56,67
8295,Student_8295,83,99
8296,Student_8296,52,99
8297,Student_8297,81,94
8298,Student_8298,57,80
8299,Student_8299,76,93
8300,Student_8300,53,53
8301,Student_8301,61,84
8302,Student_8302,68,54
8303,Student_8303,76,51
8304,Student_8304,60,83
8305,Student_8305,50,77
8306,Student_8306,84,53
8307,Student_8307,95,83
8308,Student_8308,66,77
8309,Student_8309,94,73
8310,Student_8310,63,92
8311,Student_8311,89,55
8312,Student_8312,98,69
8313,Student_8313,73,72
8314,Student_8314,60,98
8315,Student_8315,92,67
8316,Student_8316,63,89
8317,Student_8317,72,60
8318,Student_8318,88,75
8319,Student_8319,85,99
8320,Student_8320,55,79
8321,Student_8321,61,62
8322,Student_8322,50,61
8323,Student_8323,78,80
8324,Student_8324,56,68
8325,Student_8325,56,76
8326,Student_8326,78,73
8327,Student_8327,70,84
8328,Student_8328,82,55
8329,Student_8329,79,86
8330,Student_8330,56,87
8331,Student_8331,75,74
8332,Student_8332,69,69
8333,Student_8333,93,52
8334,Student_8334,61,69
8335,Student_8335,65,92
8336,Student_8336,53,86
8337,Student_8337,91,66
8338,Student_8338,95,80
8339,Student_8339,54,93
8340,Student_8340,68,62
8341,Student_8341,70,69
8342,Student_8342,57,62
8343,Student_8343,71,86
8344,Student_8344,95,78
8345,Student_8345,71,68
8346,Student_8346,52,86
8347,Student_8347,56,55
8348,Student_8348,75,52
8349,Student_8349,73,50
8350,Student_8350,95,94
8351,Student_8351,52,83
8352,Student_8352,91,75
8353,Student_8353,100,54
8354,Student_8354,67,70
8355,Student_8355,94,87
8356,Student_8356,88,65
8357,Student_8357,79,94
8358,Student_8358,94,70
8359,Student_8359,84,69
8360,Student_8360,87,74
8361,Student_8361,95,79
8362,Student_8362,79,62
8363,Student_8363,92,98
8364,Student_8364,77,96
8365,Student_8365,50,69
8366,Student_8366,97,58
8367,Student_8367,71,57
8368,Student_8368,79,64
8369,Student_8369,74,54
8370,Student_8370,100,78
8371,Student_8371,100,54
8372,Student_8372,76,66
8373,Student_8373,62,61
8374,Student_8374,71,93
8375,Student_8375,51,99
8376,Student_8376,93,65
8377,Student_8377,54,97
8378,Student_8378,99,80
8379,Student_8379,62,54
8380,Student_8380,98,69
8381,Student_8381,87,90
8382,Student_8382,92,93
8383,Student_8383,63,66
8384,Student_8384,54,88
8385,Student_8385,82,52
8386,Student_8386,58,92
8387,Student_8387,61,66
8388,Student_8388,75,91
8389,Student_8389,78,74
8390,Student_8390,85,83
8391,Student_8391,54,91
8392,Student_8392,57,62
8393,Student_8393,71,62
8394,Student_8394,53,62
8395,Student_8395,61,70
8396,Student_8396,99,77
8397,Student_8397,93,98
8398,Student_8398,63,81
8399,Student_8399,63,90
8400,Student_8400,66,54
8401,Student_8401,63,77
8402,Student_8402,99,51
8403,Student_8403,66,53
8404,Student_8404,87,86
8405,Student_8405,68,68
8406,Student_8406,64,67
8407,Student_8407,82,84
8408,Student_8408,98,90
8409,Student_8409,76,87
8410,Student_8410,74,73
8411,Student_8411,73,86
8412,Student_8412,64,51
8413,Student_8413,81,91
8414,Student_8414,80,74
8415,Student_8415,53,56
8416,Student_8416,99,74
8417,Student_8417,54,51
8418,Student_8418,97,53
8419,Student_8419,60,63
8420,Student_8420,71,68
8421,Student_8421,88,93
8422,Student_8422,96,91
8423,Student_8423,95,50
8424,Student_8424,86,82
8425,Student_8425,69,82
8426,Student_8426,67,90
8427,Student_8427,61,86
8428,Student_8428,79,97
8429,Student_8429,90,72
8430,Student_8430,75,81
8431,Student_8431,97,63
8432,Student_8432,74,92
8433,Student_8433,72,75
8434,Student_8434,51,70
8435,Student_8435,74,98
8436,Student_8436,81,60
8437,Student_8437,59,51
8438,Student_8438,50,97
8439,Student_8439,96,79
8440,Student_8440,58,83
8441,Student_8441,67,85
8442,Student_8442,65,98
8443,Student_8443,58,75
8444,Student_8444,97,84
8445,Student_8445,69,81
8446,Student_8446,62,52
8447,Student_8447,87,61
8448,Student_8448,66,68
8449,Student_8449,88,61
8450,Student_8450,100,60
8451,Student_8451,63,59
8452,Student_8452,92,79
8453,Student_8453,65,92
8454,Student_8454,58,81
8455,Student_8455,58,53
8456,Student_8456,66,56
8457,Student_8457,98,53
8458,Student_8458,88,63
8459,Student_8459,69,99
8460,Student_8460,60,81
8461,Student_8461,68,54
8462,Student_8462,74,75
8463,Student_8463,76,52
8464,Student_8464,99,81
8465,Student_8465,57,93
8466,Student_8466,82,89
8467,Student_8467,54,65
8468,Student_8468,55,64
8469,Student_8469,98,61
8470,Student_8470,50,72
8471,Student_8471,90,78
8472,Student_8472,50,87
8473,Student_8473,57,89
8474,Student_8474,91,99
8475,Student_8475,81,62
8476,Student_8476,82,98
8477,Student_8477,80,82
8478,Student_8478,75,67
8479,Student_8479,83,71
8480,Student_8480,52,69
8481,Student_8481,73,86
8482,Student_8482,63,94
8483,Student_8483,59,50
8484,Student_8484,69,82
8485,Student_8485,82,77
8486,Student_8486,76,91
8487,Student_8487,54,92
8488,Student_8488,56,73
8489,Student_8489,90,78
8490,Student_8490,67,87
8491,Student_8491,53,52
8492,Student_8492,61,89
8493,Student_8493,62,100
8494,Student_8494,62,63
8495,Student_8495,80,98
8496,Student_8496,72,58
8497,Student_8497,72,83
8498,Student_8498,62,51
8499,Student_8499,50,94
8500,Student_8500,74,79
8501,Student_8501,81,90
8502,Student_8502,99,56
8503,Student_8503,78,59
8504,Student_8504,74,89
8505,Student_8505,66,99
8506,Student_8506,59,79
8507,Student_8507,86,74
8508,Student_8508,51,82
8509,Student_8509,87,54
8510,Student_8510,80,52
8511,Student_8511,95,53
8512,Student_8512,78,81
8513,Student_8513,79,54
8514,Student_8514,53,54
8515,Student_8515,72,82
8516,Student_8516,71,79
8517,Student_8517,88,67
8518,Student_8518,85,100
8519,Student_8519,74,69
8520,Student_8520,85,87
8521,Student_8521,78,86
8522,Student_8522,79,79
8523,Student_8523,59,76
8524,Student_8524,82,59
8525,Student_8525,54,97
8526,Student_8526,85,54
8527,Student_8527,97,86
8528,Student_8528,61,86
8529,Student_8529,85,75
8530,Student_8530,62,93
8531,Student_8531,77,74
8532,Student_8532,52,81
8533,Student_8533,73,72
8534,Student_8534,50,57
8535,Student_8535,93,76
8536,Student_8536,67,85
8537,Student_8537,76,78
8538,Student_8538,80,63
8539,Student_8539,55,92
8540,Student_8540,92,99
8541,Student_8541,83,93
8542,Student_8542,57,100
8543,Student_8543,81,62
8544,Student_8544,64,74
8545,Student_8545,53,100
8546,Student_8546,97,72
8547,Student_8547,73,94
8548,Student_8548,70,51
8549,Student_8549,62,88
8550,Student_8550,91,56
8551,Student_8551,79,52
8552,Student_8552,79,76
8553,Student_8553,70,73
8554,Student_8554,51,51
8555,Student_8555,97,70
8556,Student_8556,92,91
8557,Student_8557,75,94
8558,Student_8558,97,62
8559,Student_8559,81,56
8560,Student_8560,83,55
8561,Student_8561,97,87
8562,Student_8562,78,72
8563,Student_8563,94,53
8564,Student_8564,64,67
8565,Student_8565,72,68
8566,Student_8566,82,77
8567,Student_8567,75,80
8568,Student_8568,53,90
8569,Student_8569,63,61
8570,Student_8570,65,98
8571,Student_8571,50,55
8572,Student_8572,78,51
8573,Student_8573,69,84
8574,Student_8574,73,78
8575,Student_8575,74,96
8576,Student_8576,93,57
8577,Student_8577,90,77
8578,Student_8578,51,63
8579,Student_8579,67,95
8580,Student_8580,83,98
8581,Student_8581,84,77
8582,Student_8582,94,84
8583,Student_8583,88,59
8584,Student_8584,79,53
8585,Student_8585,75,56
8586,Student_8586,62,84
8587,Student_8587,77,95
8588,Student_8588,99,71
8589,Student_8589,53,78
8590,Student_8590,50,97
8591,Student_8591,91,81
8592,Student_8592,62,65
8593,Student_8593,97,100
8594,Student_8594,92,59
8595,Student_8595,87,86
8596,Student_8596,54,86
8597,Student_8597,95,55
8598,Student_8598,64,77
8599,Student_8599,81,64
8600,Student_8600,50,94
8601,Student_8601,50,56
8602,Student_8602,95,89
8603,Student_8603,67,94
8604,Student_8604,53,53
8605,Student_8605,77,59
8606,Student_8606,60,79
8607,Student_8607,52,83
8608,Student_8608,70,67
8609,Student_8609,81,85
8610,Student_8610,65,77
8611,Student_8611,88,76
8612,Student_8612,69,54
8613,Student_8613,57,68
8614,Student_8614,73,76
8615,Student_8615,77,57
8616,Student_8616,68,70
8617,Student_8617,96,53
8618,Student_8618,84,53
8619,Student_8619,95,60
8620,Student_8620,98,61
8621,Student_8621,68,74
8622,Student_8622,66,92
8623,Student_8623,61,73
8624,Student_8624,92,94
8625,Student_8625,74,79
8626,Student_8626,93,56
8627,Student_8627,56,81
8628,Student_8628,95,72
8629,Student_8629,70,79
8630,Student_8630,58,82
8631,Student_8631,92,97
8632,Student_8632,68,82
8633,Student_8633,69,98
8634,Student_8634,75,98
8635,Student_8635,52,74
8636,Student_8636,79,77
8637,Student_8637,58,52
8638,Student_8638,59,68
8639,Student_8639,68,55
8640,Student_8640,50,85
8641,Student_8641,71,53
8642,Student_8642,83,52
8643,Student_8643,77,52
8644,Student_8644,54,63
8645,Student_8645,52,85
8646,Student_8646,100,53
8647,Student_8647,50,57
8648,Student_8648,91,51
8649,Student_8649,59,67
8650,Student_8650,57,87
8651,Student_8651,90,50
8652,Student_8652,61,53
8653,Student_8653,81,86
8654,Student_8654,66,93
8655,Student_8655,59,65
8656,Student_8656,63,56
8657,Student_8657,96,91
8658,Student_8658,63,90
8659,Student_8659,92,91
8660,Student_8660,61,84
8661,Student_8661,98,79
8662,Student_8662,57,92
8663,Student_8663,59,99
8664,Student_8664,56,80
8665,Student_8665,100,98
8666,Student_8666,89,83
8667,Student_8667,87,74
8668,Student_8668,89,74
8669,Student_8669,69,69
8670,Student_8670,60,76
8671,Student_8671,93,59
8672,Student_8672,85,87
8673,Student_8673,50,87
8674,Student_8674,57,55
8675,Student_8675,96,78
8676,Student_8676,51,51
8677,Student_8677,82,87
8678,Student_8678,50,51
8679,Student_8679,61,93
8680,Student_8680,80,75
8681,Student_8681,85,57
8682,Student_8682,68,69
8683,Student_8683,71,56
8684,Student_8684,96,91
8685,Student_8685,82,77
8686,Student_8686,73,77
8687,Student_8687,84,100
8688,Student_8688,85,65
8689,Student_8689,73,58
8690,Student_8690,55,82
8691,Student_8691,81,87
8692,Student_8692,86,81
8693,Student_8693,60,79
8694,Student_8694,53,73
8695,Student_8695,51,71
8696,Student_8696,92,79
8697,Student_8697,98,91
8698,Student_8698,71,52
8699,Student_8699,87,95
8700,Student_8700,93,70
8701,Student_8701,79,80
8702,Student_8702,97,97
8703,Student_8703,79,89
8704,Student_8704,96,68
8705,Student_8705,77,91
8706,Student_8706,77,86
8707,Student_8707,88,83
8708,Student_8708,89,88
8709,Student_8709,98,74
8710,Student_8710,83,91
8711,Student_8711,94,87
8712,Student_8712,96,93
8713,Student_8713,100,99
8714,Student_8714,53,79
8715,Student_8715,89,69
8716,Student_8716,74,66
8717,Student_8717,78,86
8718,Student_8718,96,97
8719,Student_8719,65,52
8720,Student_8720,60,76
8721,Student_8721,67,98
8722,Student_8722,56,63
8723,Student_8723,70,69
8724,Student_8724,75,80
8725,Student_8725,58,65
8726,Student_8726,64,56
8727,Student_8727,87,65
8728,Student_8728,99,52
8729,Student_8729,64,51
8730,Student_8730,50,61
8731,Student_8731,59,81
8732,Student_8732,98,75
8733,Student_8733,88,65
8734,Student_8734,99,53
8735,Student_8735,60,93
8736,Student_8736,54,62
8737,Student_8737,51,52
8738,Student_8738,78,92
8739,Student_8739,80,54
8740,Student_8740,58,67
8741,Student_8741,59,51
8742,Student_8742,51,90
8743,Student_8743,75,64
8744,Student_8744,50,74
8745,Student_8745,93,63
8746,Student_8746,82,99
8747,Student_8747,55,99
8748,Student_8748,91,80
8749,Student_8749,84,54
8750,Student_8750,52,86
8751,Student_8751,52,70
8752,Student_8752,53,83
8753,Student_8753,51,68
8754,Student_8754,68,60
8755,Student_8755,66,90
8756,Student_8756,66,91
8757,Student_8757,77,97
8758,Student_8758,63,72
8759,Student_8759,69,52
8760,Student_8760,88,67
8761,Student_8761,77,61
8762,Student_8762,97,63
8763,Student_8763,63,94
8764,Student_8764,89,93
8765,Student_8765,92,84
8766,Student_8766,75,52
8767,Student_8767,92,94
8768,Student_8768,97,91
8769,Student_8769,52,68
8770,Student_8770,90,56
8771,Student_8771,84,62
8772,Student_8772,83,60
8773,Student_8773,76,63
8774,Student_8774,74,100
8775,Student_8775,95,52
8776,Student_8776,60,68
8777,Student_8777,99,57
8778,Student_8778,77,77
8779,Student_8779,98,67
8780,Student_8780,96,51
8781,Student_8781,74,76
8782,Student_8782,93,64
8783,Student_8783,98,59
8784,Student_8784,63,83
8785,Student_8785,96,77
8786,Student_8786,66,100
8787,Student_8787,89,99
8788,Student_8788,76,87
8789,Student_8789,83,66
8790,Student_8790,80,64
8791,Student_8791,85,64
8792,Student_8792,94,55
8793,Student_8793,71,72
8794,Student_8794,58,52
8795,Student_8795,88,83
8796,Student_8796,63,60
8797,Student_8797,64,75
8798,Student_8798,78,70
8799,Student_8799,88,98
8800,Student_8800,61,74
8801,Student_8801,73,83
8802,Student_8802,70,75
8803,Student_8803,63,69
8804,Student_8804,99,85
8805,Student_8805,55,83
8806,Student_8806,53,62
8807,Student_8807,68,63
8808,Student_8808,82,92
8809,Student_8809,50,91
8810,Student_8810,73,88
8811,Student_8811,66,59
8812,Student_8812,58,64
8813,Student_8813,60,62
8814,Student_8814,56,69
8815,Student_8815,62,64
8816,Student_8816,87,81
8817,Student_8817,96,72
8818,Student_8818,82,93
8819,Student_8819,69,59
8820,Student_8820,88,77
8821,Student_8821,95,66
8822,Student_8822,91,50
8823,Student_8823,73,60
8824,Student_8824,97,61
8825,Student_8825,63,92
8826,Student_8826,56,78
8827,Student_8827,82,85
8828,Student_8828,59,52
8829,Student_8829,69,97
8830,Student_8830,100,72
8831,Student_8831,63,61
8832,Student_8832,61,66
8833,Student_8833,96,68
8834,Student_8834,62,54
8835,Student_8835,65,81
8836,Student_8836,67,66
8837,Student_8837,98,97
8838,Student_8838,57,86
8839,Student_8839,97,100
8840,Student_8840,50,82
8841,Student_8841,61,56
8842,Student_8842,60,91
8843,Student_8843,84,52
8844,Student_8844,50,74
8845,Student_8845,74,96
8846,Student_8846,97,59
8847,Student_8847,100,94
8848,Student_8848,84,53
8849,Student_8849,62,75
8850,Student_8850,82,93
8851,Student_8851,78,91
8852,Student_8852,72,66
8853,Student_8853,81,85
8854,Student_8854,77,100
8855,Student_8855,87,72
8856,Student_8856,65,73
8857,Student_8857,73,76
8858,Student_8858,98,50
8859,Student_8859,91,51
8860,Student_8860,73,92
8861,Student_8861,52,51
8862,Student_8862,76,56
8863,Student_8863,94,59
8864,Student_8864,50,75
8865,Student_8865,58,100
8866,Student_8866,61,55
8867,Student_8867,61,72
8868,Student_8868,85,54
8869,Student_8869,76,93
8870,Student_8870,84,69
8871,Student_8871,92,72
8872,Student_8872,67,86
8873,Student_8873,97,67
8874,Student_8874,75,87
8875,Student_8875,83,98
8876,Student_8876,56,69
8877,Student_8877,82,74
8878,Student_8878,68,62
8879,Student_8879,85,93
8880,Student_8880,69,92
8881,Student_8881,62,53
8882,Student_8882,55,99
8883,Student_8883,52,72
8884,Student_8884,51,83
8885,Student_8885,90,91
8886,Student_8886,91,54
8887,Student_8887,82,63
8888,Student_8888,85,64
8889,Student_8889,56,89
8890,Student_8890,94,91
8891,Student_8891,77,76
8892,Student_8892,61,91
8893,Student_8893,75,75
8894,Student_8894,63,86
8895,Student_8895,52,52
8896,Student_8896,80,64
8897,Student_8897,62,80
8898,Student_8898,72,94
8899,Student_8899,55,77
8900,Student_8900,89,76
8901,Student_8901,99,63
8902,Student_8902,99,56
8903,Student_8903,67,84
8904,Student_8904,86,67
8905,Student_8905,81,95
8906,Student_8906,83,56
8907,Student_8907,78,91
8908,Student_8908,77,79
8909,Student_8909,61,78
8910,Student_8910,76,53
8911,Student_8911,74,51
8912,Student_8912,91,94
8913,Student_8913,86,90
8914,Student_8914,80,61
8915,Student_8915,71,84
8916,Student_8916,87,53
8917,Student_8917,96,63
8918,Student_8918,89,83
8919,Student_8919,52,51
8920,Student_8920,73,89
8921,Student_8921,87,91
8922,Student_8922,84,88
8923,Student_8923,74,67
8924,Student_8924,56,69
8925,Student_8925,95,99
8926,Student_8926,96,73
8927,Student_8927,82,87
8928,Student_8928,58,66
8929,Student_8929,64,64
8930,Student_8930,58,72
8931,Student_8931,68,60
8932,Student_8932,75,97
8933,Student_8933,94,84
8934,Student_8934,58,100
8935,Student_8935,92,83
8936,Student_8936,52,60
8937,Student_8937,63,75
8938,Student_8938,51,58
8939,Student_8939,94,96
8940,Student_8940,73,69
8941,Student_8941,58,86
8942,Student_8942,51,91
8943,Student_8943,74,73
8944,Student_8944,78,82
8945,Student_8945,65,80
8946,Student_8946,59,81
8947,Student_8947,83,98
8948,Student_8948,74,96
